Chromosome,Start,End,Type,Family,GeneID
1,2410218,2410845,LINE/L1-DRE,rnd-1_family-44,
1,2419128,2422577,LINE/L1-DRE,rnd-1_family-44,
1,2419128,2420026,LINE/L1-DRE,rnd-1_family-44,
1,2420194,2422577,LINE/L1-DRE,rnd-1_family-44,
1,2560175,2560436,LINE/L1-DRE,rnd-1_family-44,
1,2962490,2964873,LINE/L1-DRE,rnd-1_family-44,
1,3638843,3641227,LINE/L1-DRE,rnd-1_family-44,
1,3926853,3927944,LINE/L1-DRE,rnd-1_family-44,
1,4157870,4158790,LINE/L1-DRE,rnd-1_family-44,
1,1759455,1759719,LINE/L1-DRE,rnd-1_family-51,
1,2164990,2165182,LINE/L1-DRE,rnd-1_family-51,
1,2165432,2165704,LINE/L1-DRE,rnd-1_family-51,
1,2366486,2366783,LINE/L1-DRE,rnd-1_family-51,
1,2877563,2877697,LINE/L1-DRE,rnd-1_family-51,
1,4161807,4162117,LINE/L1-DRE,rnd-1_family-51,
1,4164401,4164585,LINE/L1-DRE,rnd-1_family-51,
1,4200758,4200979,LINE/L1-DRE,rnd-1_family-51,
1,1779751,1779783,LINE/L1-DRE,rnd-1_family-57,
1,2367050,2367245,LINE/L1-DRE,rnd-1_family-57,
1,2420062,2420193,LINE/L1-DRE,rnd-1_family-57,
1,2422578,2424601,LINE/L1-DRE,rnd-1_family-57,
1,2962354,2962489,LINE/L1-DRE,rnd-1_family-57,
1,2964874,2966953,LINE/L1-DRE,rnd-1_family-57,
1,4185510,4185538,LINE/L1-DRE,rnd-1_family-57,
1,835908,839995,LINE/L1-DRE,rnd-1_family-63,
1,1611323,1615403,LINE/L1-DRE,rnd-1_family-63,
1,1995787,1996249,LINE/L1-DRE,rnd-1_family-63,
1,2559175,2560155,LINE/L1-DRE,rnd-1_family-63,
1,746683,746868,LINE/L1-DRE,rnd-2_family-88,
1,840465,840850,LINE/L1-DRE,rnd-2_family-88,
1,840991,841232,LINE/L1-DRE,rnd-2_family-88,
1,1511050,1511214,LINE/L1-DRE,rnd-2_family-88,
1,1996687,1996738,LINE/L1-DRE,rnd-2_family-88,
1,4703170,4703383,LINE/L1-DRE,rnd-2_family-88,
1,3431186,3431271,SINE/ID,rnd-1_family-85,
1,4185571,4185691,SINE/ID,rnd-1_family-85,
1,735874,735958,SINE/ID,rnd-1_family-91,
1,1688213,1688296,SINE/ID,rnd-1_family-91,
1,1863426,1863510,SINE/ID,rnd-1_family-91,
1,1995550,1995634,SINE/ID,rnd-1_family-91,
1,1997237,1997321,SINE/ID,rnd-1_family-91,
1,2404728,2404812,SINE/ID,rnd-1_family-91,
1,3222809,3222894,SINE/ID,rnd-1_family-91,
1,3644182,3644266,SINE/ID,rnd-1_family-91,
1,4214684,4214768,SINE/ID,rnd-1_family-91,
1,4709048,4709133,SINE/ID,rnd-1_family-91,
1,3256797,3256894,SINE/tRNA,rnd-1_family-105,
1,4125225,4125309,SINE/tRNA,rnd-1_family-105,
1,4163562,4163644,SINE/tRNA,rnd-1_family-105,
1,4551702,4551795,SINE/tRNA,rnd-1_family-105,
1,4562404,4562487,SINE/tRNA,rnd-1_family-105,
1,448535,448608,SINE/tRNA,rnd-1_family-35,
1,1759764,1759846,SINE/tRNA,rnd-1_family-35,
1,2398330,2398424,SINE/tRNA,rnd-1_family-35,
1,2503573,2503655,SINE/tRNA,rnd-1_family-35,
1,2560499,2560595,SINE/tRNA,rnd-1_family-35,
1,2697070,2697171,SINE/tRNA,rnd-1_family-35,
1,2877747,2877832,SINE/tRNA,rnd-1_family-35,
1,4158861,4158955,SINE/tRNA,rnd-1_family-35,
1,2099290,2099415,SINE/tRNA,rnd-1_family-54,
1,2265526,2265622,SINE/tRNA,rnd-1_family-54,
1,2278073,2278201,SINE/tRNA,rnd-1_family-54,
1,3008391,3008487,SINE/tRNA,rnd-1_family-54,
1,3865831,3865948,SINE/tRNA,rnd-1_family-54,
1,4201371,4201476,SINE/tRNA,rnd-1_family-54,
1,4249765,4249888,SINE/tRNA,rnd-1_family-54,
1,4250522,4250641,SINE/tRNA,rnd-1_family-54,
1,750026,750118,SINE/tRNA,rnd-1_family-66,
1,1632732,1632854,SINE/tRNA,rnd-1_family-66,
1,1956709,1956829,SINE/tRNA,rnd-1_family-66,
1,1970413,1970536,SINE/tRNA,rnd-1_family-66,
1,2390356,2390479,SINE/tRNA,rnd-1_family-66,
1,3431033,3431119,SINE/tRNA,rnd-1_family-66,
1,3579757,3579852,SINE/tRNA,rnd-1_family-66,
2,8480714,8481303,DNA/CMC-EnSpm,rnd-1_family-119,
2,2789,4258,DNA/CMC-EnSpm,rnd-1_family-39,
2,3768755,3769381,DNA/CMC-EnSpm,rnd-1_family-94,
2,8480137,8481228,DNA/CMC-EnSpm,rnd-1_family-94,
2,8482993,8483570,DNA/CMC-EnSpm,rnd-1_family-94,
2,14850,14921,DNA/PIF-Harbinger,rnd-1_family-11,
2,90449,90499,DNA/PIF-Harbinger,rnd-1_family-11,
2,117925,118040,DNA/PIF-Harbinger,rnd-1_family-11,
2,138964,139020,DNA/PIF-Harbinger,rnd-1_family-11,
2,152769,152839,DNA/PIF-Harbinger,rnd-1_family-11,
2,362683,362791,DNA/PIF-Harbinger,rnd-1_family-11,
2,465355,465506,DNA/PIF-Harbinger,rnd-1_family-11,
2,475295,475374,DNA/PIF-Harbinger,rnd-1_family-11,
2,491121,491194,DNA/PIF-Harbinger,rnd-1_family-11,
2,563666,563861,DNA/PIF-Harbinger,rnd-1_family-11,
2,567570,567733,DNA/PIF-Harbinger,rnd-1_family-11,
2,634801,634882,DNA/PIF-Harbinger,rnd-1_family-11,
2,654592,654773,DNA/PIF-Harbinger,rnd-1_family-11,
2,654592,654647,DNA/PIF-Harbinger,rnd-1_family-11,
2,654693,654773,DNA/PIF-Harbinger,rnd-1_family-11,
2,793340,793471,DNA/PIF-Harbinger,rnd-1_family-11,
2,915557,915655,DNA/PIF-Harbinger,rnd-1_family-11,
2,932072,932181,DNA/PIF-Harbinger,rnd-1_family-11,
2,939996,940136,DNA/PIF-Harbinger,rnd-1_family-11,
2,1009771,1009872,DNA/PIF-Harbinger,rnd-1_family-11,
2,1018686,1018754,DNA/PIF-Harbinger,rnd-1_family-11,
2,1025852,1025936,DNA/PIF-Harbinger,rnd-1_family-11,
2,1035681,1035793,DNA/PIF-Harbinger,rnd-1_family-11,
2,1067758,1067946,DNA/PIF-Harbinger,rnd-1_family-11,
2,1119959,1120105,DNA/PIF-Harbinger,rnd-1_family-11,
2,1127018,1127137,DNA/PIF-Harbinger,rnd-1_family-11,
2,1132769,1132784,DNA/PIF-Harbinger,rnd-1_family-11,
2,1295179,1295258,DNA/PIF-Harbinger,rnd-1_family-11,
2,1351687,1351827,DNA/PIF-Harbinger,rnd-1_family-11,
2,1355306,1355491,DNA/PIF-Harbinger,rnd-1_family-11,
2,1487298,1487356,DNA/PIF-Harbinger,rnd-1_family-11,
2,1560460,1560531,DNA/PIF-Harbinger,rnd-1_family-11,
2,1638230,1638318,DNA/PIF-Harbinger,rnd-1_family-11,
2,1675462,1675536,DNA/PIF-Harbinger,rnd-1_family-11,
2,1884015,1884075,DNA/PIF-Harbinger,rnd-1_family-11,
2,2017443,2017560,DNA/PIF-Harbinger,rnd-1_family-11,
2,2023422,2023577,DNA/PIF-Harbinger,rnd-1_family-11,
2,2131551,2131639,DNA/PIF-Harbinger,rnd-1_family-11,
2,2196139,2196231,DNA/PIF-Harbinger,rnd-1_family-11,
2,2197973,2198051,DNA/PIF-Harbinger,rnd-1_family-11,
2,2239777,2239949,DNA/PIF-Harbinger,rnd-1_family-11,
2,2708145,2708248,DNA/PIF-Harbinger,rnd-1_family-11,
2,2756616,2756828,DNA/PIF-Harbinger,rnd-1_family-11,
2,2811406,2811550,DNA/PIF-Harbinger,rnd-1_family-11,
2,2880705,2880822,DNA/PIF-Harbinger,rnd-1_family-11,
2,3150964,3151081,DNA/PIF-Harbinger,rnd-1_family-11,
2,3220236,3220380,DNA/PIF-Harbinger,rnd-1_family-11,
2,3274958,3275170,DNA/PIF-Harbinger,rnd-1_family-11,
2,3323538,3323641,DNA/PIF-Harbinger,rnd-1_family-11,
2,3870562,3870634,DNA/PIF-Harbinger,rnd-1_family-11,
2,3902216,3902293,DNA/PIF-Harbinger,rnd-1_family-11,
2,4001954,4002046,DNA/PIF-Harbinger,rnd-1_family-11,
2,4038265,4038347,DNA/PIF-Harbinger,rnd-1_family-11,
2,4066234,4066399,DNA/PIF-Harbinger,rnd-1_family-11,
2,4224346,4224632,DNA/PIF-Harbinger,rnd-1_family-11,
2,4224346,4224364,DNA/PIF-Harbinger,rnd-1_family-11,
2,4224578,4224632,DNA/PIF-Harbinger,rnd-1_family-11,
2,4283411,4283513,DNA/PIF-Harbinger,rnd-1_family-11,
2,4288684,4288839,DNA/PIF-Harbinger,rnd-1_family-11,
2,4380729,4380893,DNA/PIF-Harbinger,rnd-1_family-11,
2,4620204,4620257,DNA/PIF-Harbinger,rnd-1_family-11,
2,4664435,4664594,DNA/PIF-Harbinger,rnd-1_family-11,
2,4680737,4680766,DNA/PIF-Harbinger,rnd-1_family-11,
2,4735085,4735123,DNA/PIF-Harbinger,rnd-1_family-11,
2,4754861,4754995,DNA/PIF-Harbinger,rnd-1_family-11,
2,4772653,4772843,DNA/PIF-Harbinger,rnd-1_family-11,
2,4986113,4986247,DNA/PIF-Harbinger,rnd-1_family-11,
2,5027921,5027998,DNA/PIF-Harbinger,rnd-1_family-11,
2,5068819,5068884,DNA/PIF-Harbinger,rnd-1_family-11,
2,5081871,5081995,DNA/PIF-Harbinger,rnd-1_family-11,
2,5107259,5107369,DNA/PIF-Harbinger,rnd-1_family-11,
2,5221744,5221825,DNA/PIF-Harbinger,rnd-1_family-11,
2,5282583,5282705,DNA/PIF-Harbinger,rnd-1_family-11,
2,5349314,5349395,DNA/PIF-Harbinger,rnd-1_family-11,
2,5551613,5551744,DNA/PIF-Harbinger,rnd-1_family-11,
2,5730078,5730252,DNA/PIF-Harbinger,rnd-1_family-11,
2,5953627,5953751,DNA/PIF-Harbinger,rnd-1_family-11,
2,6006053,6006125,DNA/PIF-Harbinger,rnd-1_family-11,
2,6035709,6035885,DNA/PIF-Harbinger,rnd-1_family-11,
2,6039177,6039338,DNA/PIF-Harbinger,rnd-1_family-11,
2,6048317,6048415,DNA/PIF-Harbinger,rnd-1_family-11,
2,6060616,6060682,DNA/PIF-Harbinger,rnd-1_family-11,
2,6145734,6145808,DNA/PIF-Harbinger,rnd-1_family-11,
2,6205828,6205982,DNA/PIF-Harbinger,rnd-1_family-11,
2,6220334,6220399,DNA/PIF-Harbinger,rnd-1_family-11,
2,6247315,6247392,DNA/PIF-Harbinger,rnd-1_family-11,
2,6278574,6278752,DNA/PIF-Harbinger,rnd-1_family-11,
2,6589165,6589302,DNA/PIF-Harbinger,rnd-1_family-11,
2,6607341,6607576,DNA/PIF-Harbinger,rnd-1_family-11,
2,6654077,6654227,DNA/PIF-Harbinger,rnd-1_family-11,
2,6736705,6736772,DNA/PIF-Harbinger,rnd-1_family-11,
2,6749180,6749352,DNA/PIF-Harbinger,rnd-1_family-11,
2,6772073,6772146,DNA/PIF-Harbinger,rnd-1_family-11,
2,6783900,6784083,DNA/PIF-Harbinger,rnd-1_family-11,
2,6810094,6810174,DNA/PIF-Harbinger,rnd-1_family-11,
2,6825042,6825125,DNA/PIF-Harbinger,rnd-1_family-11,
2,6853548,6853629,DNA/PIF-Harbinger,rnd-1_family-11,
2,7010505,7010576,DNA/PIF-Harbinger,rnd-1_family-11,
2,7011749,7011922,DNA/PIF-Harbinger,rnd-1_family-11,
2,7114608,7114684,DNA/PIF-Harbinger,rnd-1_family-11,
2,7135676,7135773,DNA/PIF-Harbinger,rnd-1_family-11,
2,7213705,7213780,DNA/PIF-Harbinger,rnd-1_family-11,
2,7221242,7221370,DNA/PIF-Harbinger,rnd-1_family-11,
2,7280139,7280236,DNA/PIF-Harbinger,rnd-1_family-11,
2,7325899,7325909,DNA/PIF-Harbinger,rnd-1_family-11,
2,7369142,7369314,DNA/PIF-Harbinger,rnd-1_family-11,
2,7389028,7389046,DNA/PIF-Harbinger,rnd-1_family-11,
2,7413316,7413396,DNA/PIF-Harbinger,rnd-1_family-11,
2,7488246,7488319,DNA/PIF-Harbinger,rnd-1_family-11,
2,7615729,7615869,DNA/PIF-Harbinger,rnd-1_family-11,
2,7622144,7622644,DNA/PIF-Harbinger,rnd-1_family-11,
2,7657796,7657861,DNA/PIF-Harbinger,rnd-1_family-11,
2,7688504,7688580,DNA/PIF-Harbinger,rnd-1_family-11,
2,7716059,7716170,DNA/PIF-Harbinger,rnd-1_family-11,
2,7763473,7763562,DNA/PIF-Harbinger,rnd-1_family-11,
2,7852145,7852263,DNA/PIF-Harbinger,rnd-1_family-11,
2,7861006,7861126,DNA/PIF-Harbinger,rnd-1_family-11,
2,7862498,7862573,DNA/PIF-Harbinger,rnd-1_family-11,
2,7891583,7891597,DNA/PIF-Harbinger,rnd-1_family-11,
2,7894625,7894749,DNA/PIF-Harbinger,rnd-1_family-11,
2,8000270,8000418,DNA/PIF-Harbinger,rnd-1_family-11,
2,8181399,8181478,DNA/PIF-Harbinger,rnd-1_family-11,
2,8191710,8192266,DNA/PIF-Harbinger,rnd-1_family-11,
2,8199138,8199671,DNA/PIF-Harbinger,rnd-1_family-11,
2,8204341,8204909,DNA/PIF-Harbinger,rnd-1_family-11,
2,8210809,8211324,DNA/PIF-Harbinger,rnd-1_family-11,
2,8214968,8215532,DNA/PIF-Harbinger,rnd-1_family-11,
2,8219499,8220053,DNA/PIF-Harbinger,rnd-1_family-11,
2,8224292,8224564,DNA/PIF-Harbinger,rnd-1_family-11,
2,8228931,8229444,DNA/PIF-Harbinger,rnd-1_family-11,
2,8234358,8234564,DNA/PIF-Harbinger,rnd-1_family-11,
2,8235364,8235795,DNA/PIF-Harbinger,rnd-1_family-11,
2,8239769,8240304,DNA/PIF-Harbinger,rnd-1_family-11,
2,8244014,8244543,DNA/PIF-Harbinger,rnd-1_family-11,
2,8247783,8248363,DNA/PIF-Harbinger,rnd-1_family-11,
2,8252469,8253049,DNA/PIF-Harbinger,rnd-1_family-11,
2,8257353,8257926,DNA/PIF-Harbinger,rnd-1_family-11,
2,8426007,8426124,DNA/PIF-Harbinger,rnd-1_family-11,
2,63587,63644,DNA/PIF-Harbinger,rnd-2_family-192,
2,170964,171007,DNA/PIF-Harbinger,rnd-2_family-192,
2,200800,200849,DNA/PIF-Harbinger,rnd-2_family-192,
2,222041,222173,DNA/PIF-Harbinger,rnd-2_family-192,
2,335939,336002,DNA/PIF-Harbinger,rnd-2_family-192,
2,350775,350976,DNA/PIF-Harbinger,rnd-2_family-192,
2,350775,350837,DNA/PIF-Harbinger,rnd-2_family-192,
2,350883,350976,DNA/PIF-Harbinger,rnd-2_family-192,
2,486165,486228,DNA/PIF-Harbinger,rnd-2_family-192,
2,555811,555924,DNA/PIF-Harbinger,rnd-2_family-192,
2,674879,675092,DNA/PIF-Harbinger,rnd-2_family-192,
2,677757,677918,DNA/PIF-Harbinger,rnd-2_family-192,
2,744555,744685,DNA/PIF-Harbinger,rnd-2_family-192,
2,773656,773715,DNA/PIF-Harbinger,rnd-2_family-192,
2,788477,788562,DNA/PIF-Harbinger,rnd-2_family-192,
2,790066,790257,DNA/PIF-Harbinger,rnd-2_family-192,
2,820500,820542,DNA/PIF-Harbinger,rnd-2_family-192,
2,820992,821034,DNA/PIF-Harbinger,rnd-2_family-192,
2,883309,883490,DNA/PIF-Harbinger,rnd-2_family-192,
2,883309,883332,DNA/PIF-Harbinger,rnd-2_family-192,
2,883404,883490,DNA/PIF-Harbinger,rnd-2_family-192,
2,1241783,1241884,DNA/PIF-Harbinger,rnd-2_family-192,
2,1242616,1242733,DNA/PIF-Harbinger,rnd-2_family-192,
2,1350626,1350724,DNA/PIF-Harbinger,rnd-2_family-192,
2,1402087,1402163,DNA/PIF-Harbinger,rnd-2_family-192,
2,1574711,1574925,DNA/PIF-Harbinger,rnd-2_family-192,
2,1674977,1675286,DNA/PIF-Harbinger,rnd-2_family-192,
2,1818854,1818998,DNA/PIF-Harbinger,rnd-2_family-192,
2,1895348,1895409,DNA/PIF-Harbinger,rnd-2_family-192,
2,1929165,1929324,DNA/PIF-Harbinger,rnd-2_family-192,
2,1988535,1988824,DNA/PIF-Harbinger,rnd-2_family-192,
2,2004807,2005077,DNA/PIF-Harbinger,rnd-2_family-192,
2,2030852,2030991,DNA/PIF-Harbinger,rnd-2_family-192,
2,2034104,2034180,DNA/PIF-Harbinger,rnd-2_family-192,
2,2036638,2036825,DNA/PIF-Harbinger,rnd-2_family-192,
2,2064471,2064553,DNA/PIF-Harbinger,rnd-2_family-192,
2,2109430,2109481,DNA/PIF-Harbinger,rnd-2_family-192,
2,2711090,2711255,DNA/PIF-Harbinger,rnd-2_family-192,
2,2809510,2810313,DNA/PIF-Harbinger,rnd-2_family-192,
2,2809510,2809645,DNA/PIF-Harbinger,rnd-2_family-192,
2,2810137,2810313,DNA/PIF-Harbinger,rnd-2_family-192,
2,2811084,2811167,DNA/PIF-Harbinger,rnd-2_family-192,
2,2811963,2812077,DNA/PIF-Harbinger,rnd-2_family-192,
2,3219709,3219823,DNA/PIF-Harbinger,rnd-2_family-192,
2,3220619,3220702,DNA/PIF-Harbinger,rnd-2_family-192,
2,3221473,3222276,DNA/PIF-Harbinger,rnd-2_family-192,
2,3221473,3221649,DNA/PIF-Harbinger,rnd-2_family-192,
2,3222141,3222276,DNA/PIF-Harbinger,rnd-2_family-192,
2,3320531,3320696,DNA/PIF-Harbinger,rnd-2_family-192,
2,3834797,3835066,DNA/PIF-Harbinger,rnd-2_family-192,
2,3902037,3902180,DNA/PIF-Harbinger,rnd-2_family-192,
2,4004491,4004531,DNA/PIF-Harbinger,rnd-2_family-192,
2,4013195,4013268,DNA/PIF-Harbinger,rnd-2_family-192,
2,4025941,4026026,DNA/PIF-Harbinger,rnd-2_family-192,
2,4180505,4180607,DNA/PIF-Harbinger,rnd-2_family-192,
2,4198380,4198487,DNA/PIF-Harbinger,rnd-2_family-192,
2,4282933,4283263,DNA/PIF-Harbinger,rnd-2_family-192,
2,4446804,4446909,DNA/PIF-Harbinger,rnd-2_family-192,
2,4471488,4471508,DNA/PIF-Harbinger,rnd-2_family-192,
2,4648349,4648692,DNA/PIF-Harbinger,rnd-2_family-192,
2,4648349,4648418,DNA/PIF-Harbinger,rnd-2_family-192,
2,4648554,4648692,DNA/PIF-Harbinger,rnd-2_family-192,
2,4650805,4650908,DNA/PIF-Harbinger,rnd-2_family-192,
2,4743233,4743423,DNA/PIF-Harbinger,rnd-2_family-192,
2,4761598,4761722,DNA/PIF-Harbinger,rnd-2_family-192,
2,4945982,4946116,DNA/PIF-Harbinger,rnd-2_family-192,
2,4950106,4950218,DNA/PIF-Harbinger,rnd-2_family-192,
2,4984357,4984904,DNA/PIF-Harbinger,rnd-2_family-192,
2,4984357,4984406,DNA/PIF-Harbinger,rnd-2_family-192,
2,4984768,4984904,DNA/PIF-Harbinger,rnd-2_family-192,
2,5198278,5198391,DNA/PIF-Harbinger,rnd-2_family-192,
2,5219025,5219083,DNA/PIF-Harbinger,rnd-2_family-192,
2,5296204,5296363,DNA/PIF-Harbinger,rnd-2_family-192,
2,5300506,5300680,DNA/PIF-Harbinger,rnd-2_family-192,
2,5342389,5342455,DNA/PIF-Harbinger,rnd-2_family-192,
2,5397295,5397392,DNA/PIF-Harbinger,rnd-2_family-192,
2,5667420,5667501,DNA/PIF-Harbinger,rnd-2_family-192,
2,5669367,5669534,DNA/PIF-Harbinger,rnd-2_family-192,
2,5669367,5669398,DNA/PIF-Harbinger,rnd-2_family-192,
2,5669487,5669534,DNA/PIF-Harbinger,rnd-2_family-192,
2,5742012,5742067,DNA/PIF-Harbinger,rnd-2_family-192,
2,5918203,5918285,DNA/PIF-Harbinger,rnd-2_family-192,
2,5938151,5938209,DNA/PIF-Harbinger,rnd-2_family-192,
2,5953358,5953433,DNA/PIF-Harbinger,rnd-2_family-192,
2,5957224,5957341,DNA/PIF-Harbinger,rnd-2_family-192,
2,6008933,6009058,DNA/PIF-Harbinger,rnd-2_family-192,
2,6176659,6177526,DNA/PIF-Harbinger,rnd-2_family-192,
2,6176659,6176813,DNA/PIF-Harbinger,rnd-2_family-192,
2,6177507,6177526,DNA/PIF-Harbinger,rnd-2_family-192,
2,6177120,6177239,DNA/PIF-Harbinger,rnd-2_family-192,
2,6192271,6192398,DNA/PIF-Harbinger,rnd-2_family-192,
2,6223915,6223963,DNA/PIF-Harbinger,rnd-2_family-192,
2,6224742,6224870,DNA/PIF-Harbinger,rnd-2_family-192,
2,6439724,6439981,DNA/PIF-Harbinger,rnd-2_family-192,
2,6470496,6470651,DNA/PIF-Harbinger,rnd-2_family-192,
2,6649449,6649680,DNA/PIF-Harbinger,rnd-2_family-192,
2,6753883,6753987,DNA/PIF-Harbinger,rnd-2_family-192,
2,6824818,6824920,DNA/PIF-Harbinger,rnd-2_family-192,
2,6850249,6850430,DNA/PIF-Harbinger,rnd-2_family-192,
2,6881949,6882045,DNA/PIF-Harbinger,rnd-2_family-192,
2,6886995,6887070,DNA/PIF-Harbinger,rnd-2_family-192,
2,7324470,7324525,DNA/PIF-Harbinger,rnd-2_family-192,
2,7341949,7342049,DNA/PIF-Harbinger,rnd-2_family-192,
2,7491341,7491486,DNA/PIF-Harbinger,rnd-2_family-192,
2,7825685,7825846,DNA/PIF-Harbinger,rnd-2_family-192,
2,7829668,7829779,DNA/PIF-Harbinger,rnd-2_family-192,
2,7894216,7894330,DNA/PIF-Harbinger,rnd-2_family-192,
2,7902156,7902215,DNA/PIF-Harbinger,rnd-2_family-192,
2,7906920,7907001,DNA/PIF-Harbinger,rnd-2_family-192,
2,8320993,8321138,DNA/PIF-Harbinger,rnd-2_family-192,
2,8377152,8377258,DNA/PIF-Harbinger,rnd-2_family-192,
2,117951,118040,DNA/hAT-Ac,rnd-1_family-8,
2,163915,164027,DNA/hAT-Ac,rnd-1_family-8,
2,224799,224884,DNA/hAT-Ac,rnd-1_family-8,
2,288062,288184,DNA/hAT-Ac,rnd-1_family-8,
2,303885,303960,DNA/hAT-Ac,rnd-1_family-8,
2,306787,307693,DNA/hAT-Ac,rnd-1_family-8,
2,323202,323396,DNA/hAT-Ac,rnd-1_family-8,
2,348677,349953,DNA/hAT-Ac,rnd-1_family-8,
2,372834,373956,DNA/hAT-Ac,rnd-1_family-8,
2,410751,410798,DNA/hAT-Ac,rnd-1_family-8,
2,804128,804235,DNA/hAT-Ac,rnd-1_family-8,
2,807080,807288,DNA/hAT-Ac,rnd-1_family-8,
2,914839,914941,DNA/hAT-Ac,rnd-1_family-8,
2,1003492,1003739,DNA/hAT-Ac,rnd-1_family-8,
2,1119453,1119541,DNA/hAT-Ac,rnd-1_family-8,
2,1144752,1144979,DNA/hAT-Ac,rnd-1_family-8,
2,1178644,1178822,DNA/hAT-Ac,rnd-1_family-8,
2,1203208,1203435,DNA/hAT-Ac,rnd-1_family-8,
2,1360922,1361097,DNA/hAT-Ac,rnd-1_family-8,
2,1398484,1398551,DNA/hAT-Ac,rnd-1_family-8,
2,1428555,1428695,DNA/hAT-Ac,rnd-1_family-8,
2,1487285,1487297,DNA/hAT-Ac,rnd-1_family-8,
2,1679325,1679390,DNA/hAT-Ac,rnd-1_family-8,
2,1780528,1780751,DNA/hAT-Ac,rnd-1_family-8,
2,1788833,1788944,DNA/hAT-Ac,rnd-1_family-8,
2,1856793,1856964,DNA/hAT-Ac,rnd-1_family-8,
2,1951236,1951330,DNA/hAT-Ac,rnd-1_family-8,
2,2004539,2004613,DNA/hAT-Ac,rnd-1_family-8,
2,2005945,2006007,DNA/hAT-Ac,rnd-1_family-8,
2,2014726,2014801,DNA/hAT-Ac,rnd-1_family-8,
2,2288110,2288404,DNA/hAT-Ac,rnd-1_family-8,
2,2292589,2292666,DNA/hAT-Ac,rnd-1_family-8,
2,2683864,2684073,DNA/hAT-Ac,rnd-1_family-8,
2,2724442,2724551,DNA/hAT-Ac,rnd-1_family-8,
2,3007323,3007506,DNA/hAT-Ac,rnd-1_family-8,
2,3024280,3024463,DNA/hAT-Ac,rnd-1_family-8,
2,3307235,3307344,DNA/hAT-Ac,rnd-1_family-8,
2,3347713,3347922,DNA/hAT-Ac,rnd-1_family-8,
2,3739120,3739197,DNA/hAT-Ac,rnd-1_family-8,
2,3743382,3743676,DNA/hAT-Ac,rnd-1_family-8,
2,3919671,3919745,DNA/hAT-Ac,rnd-1_family-8,
2,3984507,3984663,DNA/hAT-Ac,rnd-1_family-8,
2,3994204,3994322,DNA/hAT-Ac,rnd-1_family-8,
2,4120580,4120686,DNA/hAT-Ac,rnd-1_family-8,
2,4220295,4220419,DNA/hAT-Ac,rnd-1_family-8,
2,4262974,4263220,DNA/hAT-Ac,rnd-1_family-8,
2,4272466,4272718,DNA/hAT-Ac,rnd-1_family-8,
2,4310096,4310157,DNA/hAT-Ac,rnd-1_family-8,
2,4371661,4371741,DNA/hAT-Ac,rnd-1_family-8,
2,4550393,4550536,DNA/hAT-Ac,rnd-1_family-8,
2,4585973,4586125,DNA/hAT-Ac,rnd-1_family-8,
2,5121499,5121581,DNA/hAT-Ac,rnd-1_family-8,
2,5124264,5124510,DNA/hAT-Ac,rnd-1_family-8,
2,5166187,5166291,DNA/hAT-Ac,rnd-1_family-8,
2,5219522,5219610,DNA/hAT-Ac,rnd-1_family-8,
2,5230716,5233151,DNA/hAT-Ac,rnd-1_family-8,
2,5230716,5230817,DNA/hAT-Ac,rnd-1_family-8,
2,5233067,5233151,DNA/hAT-Ac,rnd-1_family-8,
2,5280739,5280763,DNA/hAT-Ac,rnd-1_family-8,
2,5488010,5488293,DNA/hAT-Ac,rnd-1_family-8,
2,5613576,5613670,DNA/hAT-Ac,rnd-1_family-8,
2,5731196,5731413,DNA/hAT-Ac,rnd-1_family-8,
2,5907574,5907665,DNA/hAT-Ac,rnd-1_family-8,
2,5924114,5924231,DNA/hAT-Ac,rnd-1_family-8,
2,6142496,6142572,DNA/hAT-Ac,rnd-1_family-8,
2,6338924,6339170,DNA/hAT-Ac,rnd-1_family-8,
2,6339603,6339682,DNA/hAT-Ac,rnd-1_family-8,
2,6391489,6391663,DNA/hAT-Ac,rnd-1_family-8,
2,6427200,6427320,DNA/hAT-Ac,rnd-1_family-8,
2,6459091,6459173,DNA/hAT-Ac,rnd-1_family-8,
2,6463006,6463082,DNA/hAT-Ac,rnd-1_family-8,
2,6496196,6496447,DNA/hAT-Ac,rnd-1_family-8,
2,6773670,6773750,DNA/hAT-Ac,rnd-1_family-8,
2,7082499,7082599,DNA/hAT-Ac,rnd-1_family-8,
2,7175539,7175685,DNA/hAT-Ac,rnd-1_family-8,
2,7175660,7175824,DNA/hAT-Ac,rnd-1_family-8,
2,7266610,7266756,DNA/hAT-Ac,rnd-1_family-8,
2,7382536,7382620,DNA/hAT-Ac,rnd-1_family-8,
2,7383865,7384033,DNA/hAT-Ac,rnd-1_family-8,
2,7385274,7385589,DNA/hAT-Ac,rnd-1_family-8,
2,7451710,7451944,DNA/hAT-Ac,rnd-1_family-8,
2,7539891,7540109,DNA/hAT-Ac,rnd-1_family-8,
2,7657720,7657795,DNA/hAT-Ac,rnd-1_family-8,
2,7682187,7682263,DNA/hAT-Ac,rnd-1_family-8,
2,7697443,7697467,DNA/hAT-Ac,rnd-1_family-8,
2,7749365,7749469,DNA/hAT-Ac,rnd-1_family-8,
2,7809350,7809461,DNA/hAT-Ac,rnd-1_family-8,
2,7891529,7891745,DNA/hAT-Ac,rnd-1_family-8,
2,7965932,7966080,DNA/hAT-Ac,rnd-1_family-8,
